segment_id,source_audio_segment,start_ms,end_ms,start,end,confidence_avg,quality_flags,text,chapter_local_start_ms,chapter_local_end_ms
T00260,audio_012,1530000,1533000,00:25:30.000,00:25:33.000,0.586,MEDIUM_CONFIDENCE,"O sea, como le tiene un pendejo, pero le pones a la boca.",270000,273000
T00261,audio_012,1533000,1536000,00:25:33.000,00:25:36.000,0.3144,LOW_CONFIDENCE,No me aparezca un poco.,273000,276000
T00262,audio_012,1539000,1542000,00:25:39.000,00:25:42.000,0.4616,LOW_CONFIDENCE,"No, sí, no, sí, para vos, eso es lo que me parece.",279000,282000
T00263,audio_012,1542000,1544000,00:25:42.000,00:25:44.000,0.3917,LOW_CONFIDENCE,Están los medicamentos.,282000,284000
T00264,audio_012,1547000,1549000,00:25:47.000,00:25:49.000,0.9009,,Notas de enfermería.,287000,289000
T00265,audio_012,1552000,1582000,00:25:52.000,00:26:22.000,0.9145,POSSIBLE_REPETITION,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no",292000,322000
T00266,audio_013,1560000,1562000,00:26:00.000,00:26:02.000,0.3715,LOW_CONFIDENCE,(Pausa),300000,302000
T00267,audio_013,1562000,1564000,00:26:02.000,00:26:04.000,0.8545,,(Pausa),302000,304000
T00268,audio_013,1564000,1566000,00:26:04.000,00:26:06.000,0.9565,,(Pausa),304000,306000
T00269,audio_013,1566000,1568000,00:26:06.000,00:26:08.000,0.9584,,(Pausa),306000,308000
T00270,audio_013,1568000,1570000,00:26:08.000,00:26:10.000,0.9838,,(Pausa),308000,310000
T00271,audio_013,1570000,1572000,00:26:10.000,00:26:12.000,0.9877,,(Pausa),310000,312000
T00272,audio_013,1572000,1574000,00:26:12.000,00:26:14.000,0.9902,,(Pausa),312000,314000
T00273,audio_013,1574000,1576000,00:26:14.000,00:26:16.000,0.9931,,(Pausa),314000,316000
T00274,audio_013,1576000,1578000,00:26:16.000,00:26:18.000,0.9927,,(Pausa),316000,318000
T00275,audio_013,1578000,1580000,00:26:18.000,00:26:20.000,0.9934,,(Pausa),318000,320000
T00276,audio_013,1580000,1582000,00:26:20.000,00:26:22.000,0.9916,,(Pausa),320000,322000
T00277,audio_013,1582000,1584000,00:26:22.000,00:26:24.000,0.9927,,(Pausa),322000,324000
T00278,audio_013,1584000,1586000,00:26:24.000,00:26:26.000,0.9936,,(Pausa),324000,326000
T00279,audio_013,1586000,1588000,00:26:26.000,00:26:28.000,0.9887,,(Pausa),326000,328000
T00280,audio_013,1588000,1590000,00:26:28.000,00:26:30.000,0.9918,,(Pausa),328000,330000
T00281,audio_013,1590000,1592000,00:26:30.000,00:26:32.000,0.9708,,(Pausa),330000,332000
T00282,audio_013,1592000,1594000,00:26:32.000,00:26:34.000,0.9878,,(Pausa),332000,334000
T00283,audio_013,1594000,1596000,00:26:34.000,00:26:36.000,0.9932,,(Pausa),334000,336000
T00284,audio_013,1596000,1598000,00:26:36.000,00:26:38.000,0.9938,,(Pausa),336000,338000
T00285,audio_013,1598000,1600000,00:26:38.000,00:26:40.000,0.9952,,(Pausa),338000,340000
T00286,audio_013,1600000,1602000,00:26:40.000,00:26:42.000,0.9949,,(Pausa),340000,342000
T00287,audio_013,1602000,1604000,00:26:42.000,00:26:44.000,0.9953,,(Pausa),342000,344000
T00288,audio_013,1604000,1606000,00:26:44.000,00:26:46.000,0.9878,,(Pausa),344000,346000
T00289,audio_013,1606000,1608000,00:26:46.000,00:26:48.000,0.9933,,(Pausa),346000,348000
T00290,audio_013,1608000,1610000,00:26:48.000,00:26:50.000,0.9882,,(Pausa),348000,350000
T00291,audio_013,1610000,1612000,00:26:50.000,00:26:52.000,0.9919,,(Pausa),350000,352000
T00292,audio_013,1612000,1614000,00:26:52.000,00:26:54.000,0.9895,,(Pausa),352000,354000
T00293,audio_013,1614000,1616000,00:26:54.000,00:26:56.000,0.9552,,(Pausa),354000,356000
T00294,audio_013,1616000,1618000,00:26:56.000,00:26:58.000,0.9932,,(Pausa),356000,358000
T00295,audio_013,1618000,1620000,00:26:58.000,00:27:00.000,0.9955,,(Pausa),358000,360000
T00296,audio_013,1620000,1622000,00:27:00.000,00:27:02.000,0.9966,,(Pausa),360000,362000
T00297,audio_013,1622000,1624000,00:27:02.000,00:27:04.000,0.9969,,(Pausa),362000,364000
T00298,audio_013,1624000,1626000,00:27:04.000,00:27:06.000,0.9968,,(Pausa),364000,366000
T00299,audio_013,1626000,1628000,00:27:06.000,00:27:08.000,0.9967,,(Pausa),366000,368000
T00300,audio_013,1628000,1630000,00:27:08.000,00:27:10.000,0.9931,,(Pausa),368000,370000
T00301,audio_013,1630000,1632000,00:27:10.000,00:27:12.000,0.9899,,(Pausa),370000,372000
T00302,audio_013,1632000,1634000,00:27:12.000,00:27:14.000,0.9909,,(Pausa),372000,374000
T00303,audio_013,1634000,1636000,00:27:14.000,00:27:16.000,0.9538,,(Pausa),374000,376000
T00304,audio_013,1636000,1638000,00:27:16.000,00:27:18.000,0.9905,,(Pausa),376000,378000
T00305,audio_013,1638000,1640000,00:27:18.000,00:27:20.000,0.9949,,(Pausa),378000,380000
